"","kingdom","phylum","class","order","family","genus","species"
"208","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia natalica"
"209","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ulotrichopus","Ulotrichopus variegata"
"210","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ulotrichopus","Ulotrichopus mesoleuca"
"211","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio echerioides"
"212","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Sphingomorpha","Sphingomorpha chlorea"
"213","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","Dasychira extatura"
"214","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Macroglossum","Macroglossum trochilus"
"215","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Automolis","Automolis lateritia"
"216","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Belenois","Belenois gidica"
"217","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ulotrichopus","Ulotrichopus tinctipennis"
"218","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia inaequilinea"
"219","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Daseochaeta","Daseochaeta verbenata"
"220","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Gynanisa","Gynanisa maja"
"221","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Usta","Usta terpsichore"
"222","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Acraea","Acraea esebria"
"223","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Rhinobombyx","Rhinobombyx cuneata"
"224","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula nigrinotata"
"225","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cacyreus","Cacyreus marshalli"
"226","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio nireus"
"227","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Xanthodes","Xanthodes albago"
"228","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Heniocha","Heniocha marnois"
"229","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia rectistriaria"
"230","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lampides","Lampides boeticus"
"231","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","",""
"232","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes jasius"
"233","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nodaria","Nodaria nodosalis"
"234","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hippotion",""
"235","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Utetheisa","Utetheisa pulchella"
"236","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Bombycomorpha","Bombycomorpha bifascia"
"237","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parascotia","Parascotia lamprolophoides"
"238","Animalia","Arthropoda","Insecta","Lepidoptera","Plutellidae","Plutella","Plutella xylostella"
"239","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Auchenisa","Auchenisa senex"
"240","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes bicoloralis"
"241","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catephia","Catephia amplificans"
"242","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata johanna"
"243","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Drepanogynis","Drepanogynis sinuata"
"244","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Aethalopteryx","Aethalopteryx squameus"
"245","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Compsotata","Compsotata elegantissima"
"246","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Eicochrysops","Eicochrysops messapus"
"247","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Saenura","Saenura flava"
"248","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis",""
"249","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hellula","Hellula undalis"
"250","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Yponomeuta","Yponomeuta fumigata"
"251","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Coccothera","Coccothera spissana"
"252","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hippotion","Hippotion celerio"
"253","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Anthene","Anthene definita"
"254","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis",""
"255","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aphnaeus","Aphnaeus namaquus"
"256","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cacyreus","Cacyreus fracta"
"257","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zamarada","Zamarada differens"
"258","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Udea","Udea ferrugalis"
"259","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Arsacia","Arsacia rectalis"
"260","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Veniliodes","Veniliodes pantheraria"
"261","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Haritalodes","Haritalodes derogata"
"262","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Zitha","Zitha carnicolor"
"263","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Nola","Nola argyrolepis"
"264","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dixeia","Dixeia pigea"
"265","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Aizoa","Aizoa namaqua"
"266","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scotopteryx","Scotopteryx horismodes"
"267","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Alenia","Alenia sandaster"
"268","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Palpita","Palpita vitrealis"
"269","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mesoptila",""
"270","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Trida",""
"271","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Phytometra","Phytometra sacraria"
"272","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Paralacydes","Paralacydes vocula"
"273","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Afrospilarctia","Afrospilarctia dissimilis"
"274","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia archesia"
"275","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes brutus"
"276","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Bombycomorpha","Bombycomorpha dukei"
"277","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cyana","Cyana pretoriae"
"278","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ustjuzhania","Ustjuzhania lineata"
"279","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis",""
"280","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Trichophysetis","Trichophysetis whitei"
"281","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Crinipus","Crinipus marisa"
"282","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",""
"283","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Ascotis","Ascotis selenaria"
"284","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera triturata"
"285","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Acantholipes","Acantholipes trimeni"
"286","Animalia","Arthropoda","Insecta","Lepidoptera","Himantopteridae","Anamoeotes","Anamoeotes nigrivenosus"
"287","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemmistis","Eublemmistis chlorozonea"
"288","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Odontoperas","Odontoperas heterogyna"
"289","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Sozusa","Sozusa scutellata"
"290","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pericyma","Pericyma atrifusa"
"291","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ozarba","Ozarba gonatia"
"292","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pyralis","Pyralis farinalis"
"293","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Amauris","Amauris albimaculata"
"294","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Phyllalia","Phyllalia patens"
"295","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Hypolimnas","Hypolimnas misippus"
"296","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptomyrina","Leptomyrina lara"
"297","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma glaucizona"
"298","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bamra","Bamra marmorifera"
"299","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Elophila obliteralis"
"300","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bracharoa","Bracharoa quadripunctata"
"301","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Freyeria","Freyeria trochylus"
"302","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zamarada","Zamarada pulverosa"
"303","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Cactoblastis","Cactoblastis cactorum"
"304","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Mesocelis","Mesocelis monticola"
"305","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Gonometa","Gonometa postica"
"306","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides oreas"
"307","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lymantria","Lymantria kettlewelli"
"308","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hampsonata","Hampsonata phoenicia"
"309","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pseudonympha","Pseudonympha magoides"
"310","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia discoidea"
"311","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amerila","Amerila bubo"
"312","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhanidophora","Rhanidophora phedonia"
"313","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Phasis","Phasis thero"
"314","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhanidophora","Rhanidophora aurantiaca"
"315","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Oraidium","Oraidium barberae"
"316","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Orbamia","Orbamia octomaculata"
"317","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Melanitis","Melanitis leda"
"318","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Ceratophaga","Ceratophaga vastellus"
"319","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis evagore"
"320","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides thyra"
"321","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Stoermeriana","Stoermeriana scapulosa"
"322","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orgyia","Orgyia tricolor"
"323","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae"
"324","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis euippe"
"325","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Pselaphelia","Pselaphelia flavivitta"
"326","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis ione"
"327","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","Tinea pellionella"
"328","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Eudalaca","Eudalaca ammon"
"329","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bonaberiana","Bonaberiana crassisquama"
"330","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Tarucus","Tarucus sybaris"
"331","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Catopsilia","Catopsilia florella"
"332","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lachnocnema","Lachnocnema bibulus"
"333","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera cilium"
"334","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Grammodes","Grammodes exclusiva"
"335","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Cirina","Cirina forda"
"336","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides henningi"
"337","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Actizera","Actizera lucida"
"338","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis subalba"
"339","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hydriris","Hydriris ornatalis"
"340","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lymantria","Morasa modesta"
"341","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Belenois","Belenois creona"
"342","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Stygionympha","Stygionympha curlei"
"343","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes amphipeda"
"344","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis evenina"
"345","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cirrhochrista","Cirrhochrista grabczewskyi"
"346","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Polymona","Polymona rufifemur"
"347","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Chrysopoloma","Chrysopoloma rudis"
"348","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis auxo"
"349","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agoma","Agoma trimenii"
"350","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia terea"
"351","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lepidochrysops","Lepidochrysops oreas"
"352","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Praezygaena","Praezygaena agria"
"353","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Stenodacma","Stenodacma wahlbergi"
"354","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupidopsis","Cupidopsis jobates"
"355","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis pallene"
"356","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","Dasychira georgiana"
"357","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eurrhyparodes","Eurrhyparodes tricoloralis"
"358","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mocis","Mocis mutuaria"
"359","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Tagiades","Tagiades flesus"
"360","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tathorhynchus","Tathorhynchus exsiccata"
"361","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Precis","Precis ceryne"
"362","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyles","Hyles livornica"
"363","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Castalius","Castalius melaena"
"364","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptomyrina","Leptomyrina henningi"
"365","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Nepheronia","Nepheronia buquetii"
"366","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Goodia",""
"367","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Byblia","Byblia ilithyia"
"368","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Nepheronia","Nepheronia argia"
"369","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Anthene","Anthene amarah"
"370","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Eagris","Eagris nottoana"
"371","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Lantanophaga","Lantanophaga pusillidactylus"
"372","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Tebenna","Tebenna micalis"
"373","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zamarada","Zamarada transvisaria"
"374","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Graphium","Graphium antheus"
"375","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Psalis","Psalis africana"
"376","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anoba","Anoba atriplaga"
"377","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhesala","Rhesala moestalis"
"378","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Nola","Nola tineoides"
"379","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Amauris","Amauris niavius"
"380","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Tegulifera","Sphalerosticha oblunata"
"381","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes cithaeron"
"382","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pseudophragmatobia","Pseudophragmatobia perpunctata"
"383","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Phytometra","Phytometra duplicalis"
"384","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Comibaena","Comibaena leucospilata"
"385","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pingasa","Pingasa abyssiniaria"
"386","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Achaea","Achaea klugii"
"387","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Neurosymploca","Neurosymploca kushaica"
"388","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zamarada","Zamarada erugata"
"389","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Estigmene","Estigmene internigralis"
"390","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Bunaea","Bunaea alcinoe"
"391","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Omphacodes","Omphacodes punctilineata"
"392","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Condica","Condica capensis"
"393","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Arcyophora","Arcyophora longivalvis"
"394","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena",""
"395","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides aranda"
"396","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma rivula"
"397","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Eutricha","Eutricha bifascia"
"398","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes bitriangulalis"
"399","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Ceromitia","Ceromitia mioclina"
"400","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Miniodes","Miniodes discolor"
"401","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Miantochora","Miantochora venerata"
"402","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heraclia","Heraclia africana"
